Amount,Hour,y_true,y_proba,y_pred
33.0,14.0,0,0.00023264822,0
2.12,5.0,0,2.49314e-05,0
43.03,22.0,0,2.4983785e-05,0
2.99,23.0,0,1.2351996e-05,0
227.44,9.0,0,4.4776705e-05,0
57.6,5.0,0,8.2525985e-06,0
332.35,8.0,0,3.6335045e-05,0
438.4,7.0,0,3.795956e-05,0
1.5,22.0,0,0.0015899847,0
22.08,9.0,0,0.00043963542,0
8.99,17.0,0,4.94161e-06,0
15.95,3.0,0,2.4037874e-07,0
105.5,18.0,0,1.9415793e-05,0
500.0,2.0,0,1.2622597e-05,0
7.58,16.0,0,9.237044e-06,0
28.75,10.0,0,0.001715262,0
1.0,21.0,0,4.1366056e-06,0
9.99,23.0,0,1.31919405e-05,0
5.38,19.0,0,0.00012438906,0
22.7,13.0,0,8.576556e-06,0
814.8,11.0,0,0.001054231,0
113.49,16.0,0,2.165587e-05,0
4.99,16.0,0,0.00182264,0
0.76,7.0,0,1.3565079e-05,0
5.41,19.0,0,8.926594e-06,0
48.96,15.0,0,1.0610972e-05,0
50.9,17.0,0,0.00015525748,0
17.24,21.0,0,6.61742e-05,0
43.0,12.0,0,2.3248213e-05,0
10.77,19.0,0,2.4378728e-06,0
75.0,15.0,0,0.0002403276,0
9.9,17.0,0,0.0002720096,0
438.5,14.0,0,5.478134e-05,0
182.6,15.0,0,0.0002753828,0
1.98,16.0,0,3.997092e-05,0
2.58,20.0,0,3.380118e-05,0
14.99,18.0,0,6.004977e-05,0
0.89,2.0,0,5.1995685e-05,0
149.57,16.0,0,1.6119291e-05,0
25.89,21.0,0,0.00050995743,0
164.37,16.0,0,0.000196057,0
124.0,16.0,0,0.00015665908,0
14.9,15.0,0,0.005619962,0
64.0,7.0,0,0.00024905388,0
37.81,9.0,0,6.297666e-07,0
24.99,15.0,0,0.00032652263,0
4.49,15.0,0,2.3863788e-06,0
103.5,21.0,0,9.3134564e-05,0
72.9,11.0,0,2.3104504e-07,0
27.51,18.0,0,3.8150338e-05,0
630.54,21.0,0,0.06084859,0
60.0,13.0,0,4.9191025e-05,0
89.95,13.0,0,7.533527e-06,0
236.84,7.0,0,0.00092545367,0
4.49,17.0,0,9.726984e-06,0
58.0,18.0,0,0.0018947113,0
15.6,23.0,0,1.4606513e-05,0
37.92,8.0,0,0.00031305276,0
99.0,15.0,0,0.013251441,0
250.0,13.0,0,2.1359429e-05,0
7.0,22.0,0,5.7064167e-06,0
121.98,13.0,0,5.000303e-06,0
36.0,11.0,0,0.00026509885,0
36.0,11.0,0,0.00012641103,0
122.75,9.0,0,2.0057269e-06,0
40.5,22.0,0,8.36486e-06,0
28.58,0.0,0,3.9742223e-05,0
20.9,19.0,0,0.00025794172,0
24.0,11.0,0,2.2126605e-06,0
14.83,0.0,0,2.5207366e-06,0
365.03,11.0,0,0.00031962473,0
12.99,22.0,0,4.2600586e-06,0
302.39,17.0,0,0.056734923,0
2.99,9.0,0,4.3783393e-06,0
647.0,12.0,0,1.8519806e-05,0
584.75,9.0,0,3.3269862e-05,0
15.95,4.0,0,4.001059e-06,0
1.0,23.0,0,4.1793322e-05,0
8.99,21.0,0,0.00012607157,0
4.99,10.0,0,6.611824e-06,0
14.95,3.0,0,3.885445e-06,0
1.79,10.0,0,0.00018955233,0
12.57,7.0,0,0.0003202302,0
24.75,10.0,0,1.8370112e-06,0
1.0,7.0,0,1.6733484e-05,0
12.31,15.0,0,7.768717e-05,0
7.83,19.0,0,3.1285217e-05,0
1.79,22.0,0,2.168079e-05,0
35.0,11.0,0,7.020449e-06,0
12.31,19.0,0,0.00012200264,0
11.41,9.0,0,0.00059877266,0
280.35,13.0,0,0.0072307847,0
1.79,13.0,0,0.0023005283,0
90.0,15.0,0,1.6259106e-05,0
27.72,22.0,0,0.00013548047,0
29.0,8.0,0,2.0170037e-06,0
97.88,23.0,0,0.00015588274,0
5.46,22.0,0,0.00035706424,0
2.18,21.0,0,4.4459546e-05,0
360.0,21.0,0,0.000102480386,0
33.98,9.0,0,1.8596225e-05,0
228.0,17.0,0,0.0058601666,0
128.19,10.0,0,0.000101896396,0
37.53,7.0,0,9.292059e-05,0
1.0,23.0,0,3.1575034e-06,0
10.99,9.0,0,5.2088042e-05,0
0.76,11.0,0,0.81001025,0
6.0,15.0,0,7.039752e-05,0
31.1,12.0,0,5.473993e-05,0
30.0,11.0,0,3.6174344e-05,0
15.0,12.0,0,0.00033312663,0
0.9,18.0,0,0.00040895614,0
29.67,5.0,0,1.5314724e-06,0
324.99,17.0,0,0.00011614539,0
8.07,17.0,0,1.7307955e-06,0
30.0,18.0,0,6.024721e-06,0
115.0,17.0,0,8.1526785e-05,0
2.5,18.0,0,0.00059154705,0
1.0,21.0,0,0.002269418,0
1.0,21.0,0,1.8952879e-06,0
266.85,15.0,0,0.00011119058,0
1.0,7.0,0,6.9978155e-06,0
24.9,18.0,0,0.00013117731,0
278.94,16.0,0,4.6462654e-05,0
39.95,14.0,0,9.487526e-06,0
20.0,10.0,0,2.37913e-05,0
1.98,17.0,0,2.8998356e-06,0
445.45,16.0,0,1.6684611e-05,0
99.95,19.0,0,0.00012340622,0
40.0,13.0,0,3.905073e-05,0
0.9,6.0,0,4.022204e-06,0
127.0,11.0,0,1.19104525e-05,0
3.5,13.0,0,5.1839575e-05,0
83.23,23.0,0,1.5788659e-05,0
194.0,15.0,0,0.021125847,0
68.64,13.0,0,2.3831333e-06,0
10.0,11.0,0,0.0001288484,0
1.39,17.0,0,0.00018939769,0
74.26,21.0,0,3.807519e-06,0
1.0,20.0,0,2.842107e-05,0
57.68,8.0,0,1.4528371e-06,0
14.89,23.0,0,1.8147542e-06,0
180.06,5.0,0,1.2405724e-06,0
10.0,14.0,0,0.0016031945,0
10.45,13.0,0,8.995146e-06,0
86.29,16.0,0,9.154958e-06,0
71.0,20.0,0,3.729563e-05,0
24.99,14.0,0,1.6667724e-06,0
0.37,12.0,0,0.00040603513,0
12.6,14.0,0,3.3152226e-06,0
0.76,16.0,0,0.0043680626,0
15.95,3.0,0,6.1504475e-06,0
1.0,0.0,0,8.783551e-06,0
15.0,14.0,0,0.00010083614,0
4.0,17.0,0,1.0084668e-05,0
103.0,8.0,0,1.0295952e-05,0
8.54,3.0,0,0.0020090176,0
60.0,16.0,0,5.7349025e-05,0
187.99,14.0,0,1.0943423e-05,0
1.0,0.0,0,0.00627544,0
15.95,4.0,0,2.7399048e-07,0
29.75,20.0,0,0.00016569148,0
7.81,11.0,0,0.0007453582,0
115.1,21.0,0,5.596753e-05,0
19.99,10.0,0,2.7446588e-06,0
6.0,10.0,0,4.1855424e-06,0
2.99,18.0,0,0.00010857517,0
28.15,23.0,0,5.964125e-06,0
0.89,13.0,0,0.00010766767,0
82.64,17.0,0,1.5592656e-06,0
48.8,11.0,0,4.0561183e-05,0
4.99,21.0,0,5.8468027e-05,0
15.37,3.0,0,7.1915355e-07,0
29.8,21.0,0,0.00014998592,0
36.0,11.0,0,1.2700008e-05,0
51.52,10.0,0,4.655371e-05,0
84.99,20.0,0,4.577032e-05,0
23.88,4.0,0,0.00041880805,0
1.0,14.0,0,0.00014103725,0
12.0,14.0,0,2.1239557e-06,0
74.0,22.0,0,1.2427344e-05,0
2.42,22.0,0,0.0002977225,0
10.0,9.0,0,2.5572244e-05,0
180.0,22.0,0,0.0009711157,0
10.62,10.0,0,5.2344283e-05,0
27.11,6.0,0,0.0002658341,0
11.53,19.0,0,5.172426e-07,0
11.47,17.0,0,0.00010011612,0
89.9,10.0,0,3.5515652e-06,0
29.8,9.0,0,5.730761e-07,0
1.98,5.0,0,0.00059944385,0
20.97,17.0,0,4.773379e-05,0
670.41,9.0,0,0.00046269354,0
1.98,20.0,0,3.7497408e-05,0
61.71,0.0,0,5.135144e-05,0
1.98,1.0,0,3.926249e-05,0
15.0,0.0,0,1.1432741e-05,0
101.18,9.0,0,0.00013810731,0
435.0,13.0,0,0.00024835247,0
1.0,19.0,0,1.2093709e-05,0
13.76,21.0,0,0.00021391037,0
14.93,15.0,0,0.0013626692,0
0.89,16.0,0,3.7038112e-06,0
24.0,10.0,0,1.2417534e-05,0
1.08,0.0,0,3.650958e-05,0
22.95,11.0,0,4.554232e-07,0
12.0,20.0,0,0.00066495093,0
0.77,13.0,0,8.670671e-06,0
21.85,9.0,0,1.4207626e-05,0
178.0,15.0,0,1.8773684e-05,0
132.3,12.0,0,2.884402e-05,0
13.73,9.0,0,3.712785e-05,0
39.31,18.0,0,0.00018985894,0
1.0,22.0,0,0.00017302547,0
26.08,15.0,0,3.4708748e-05,0
0.77,7.0,0,9.948424e-06,0
283.5,22.0,0,0.00011352531,0
25.87,19.0,0,0.00010385382,0
4.49,20.0,0,1.7120827e-05,0
202.44,12.0,0,0.004709175,0
80.0,13.0,0,0.001158797,0
3.59,20.0,0,0.00052933616,0
1.0,17.0,0,7.632287e-06,0
12.04,17.0,0,7.3341165e-05,0
0.0,18.0,0,0.0003210773,0
1.0,17.0,0,2.5853224e-06,0
1.0,1.0,0,1.569362e-05,0
136.9,3.0,0,0.000107971595,0
0.79,21.0,0,4.2837287e-06,0
124.65,10.0,0,0.0007946036,0
6.0,13.0,0,8.736498e-07,0
1.8,0.0,0,3.4130132e-06,0
82.26,18.0,0,2.4831692e-05,0
11.87,9.0,0,1.7528683e-06,0
1018.43,0.0,0,0.0014835388,0
33.33,18.0,0,4.1423908e-05,0
19.15,13.0,0,7.0692445e-06,0
0.89,19.0,0,2.9827252e-05,0
9.86,17.0,0,6.8732385e-05,0
464.32,12.0,0,0.00062443665,0
99.0,6.0,0,0.0001591902,0
2.69,13.0,0,0.0014204558,0
35.85,20.0,0,3.1461777e-06,0
144.0,10.0,0,3.3890315e-06,0
80.18,0.0,0,2.6783778e-06,0
12.06,11.0,0,7.83234e-07,0
442.0,21.0,0,1.9713136e-05,0
29.99,16.0,0,6.455855e-06,0
53.1,2.0,0,9.029241e-07,0
9.39,6.0,0,1.815733e-05,0
23.88,0.0,0,0.00025334614,0
3.48,9.0,0,0.0005204652,0
53.0,7.0,0,2.3849952e-06,0
8.99,23.0,0,1.2698385e-05,0
189.81,12.0,0,8.516437e-06,0
28.56,9.0,0,1.39515905e-05,0
19.0,10.0,0,0.00034494558,0
0.0,8.0,0,0.0003380086,0
100.76,11.0,0,0.00048089187,0
20.0,20.0,0,6.023136e-06,0
22.44,13.0,0,0.001881678,0
44.11,10.0,0,3.1734355e-05,0
15.0,14.0,0,8.813212e-06,0
13.95,5.0,0,5.4075067e-06,0
5.8,18.0,0,0.00010247374,0
49.99,20.0,0,1.8455894e-05,0
28.39,19.0,0,0.00026601637,0
10.77,10.0,0,4.062311e-06,0
8.41,14.0,0,0.00015690544,0
1.0,17.0,0,3.6237565e-05,0
150.03,21.0,0,0.00039950397,0
29.0,14.0,0,7.525334e-06,0
0.75,7.0,0,0.00021153895,0
1.0,22.0,0,1.6592724e-06,0
395.52,5.0,0,0.00022657907,0
324.91,23.0,0,0.013368614,0
113.75,14.0,0,2.1072922e-06,0
103.16,13.0,0,2.8236773e-06,0
1.29,23.0,0,1.039713e-05,0
18.94,19.0,0,3.676509e-05,0
150.0,12.0,0,3.0708738e-06,0
22.73,21.0,0,2.3048848e-05,0
14.4,10.0,0,9.864033e-06,0
12.0,19.0,0,0.00022096696,0
1.18,10.0,0,0.00048893323,0
303.0,12.0,0,3.7558893e-05,0
1.98,15.0,0,0.0013734486,0
106.0,10.0,0,0.0018351121,0
855.8,14.0,0,1.9253846e-05,0
0.78,19.0,0,0.00010010447,0
15.6,10.0,0,1.3926528e-06,0
17.18,9.0,0,2.3156186e-05,0
4.74,19.0,0,0.00045450087,0
68.42,9.0,0,8.671611e-05,0
19.9,22.0,0,0.0004386475,0
5.0,0.0,0,4.2898915e-07,0
1.29,22.0,0,2.053669e-06,0
118.74,22.0,0,1.2239054e-05,0
49.89,18.0,0,0.0007971651,0
185.54,15.0,0,3.9254777e-05,0
20.0,23.0,0,0.009863101,0
52.13,9.0,0,6.9895586e-06,0
1286.22,9.0,0,0.0014772107,0
25.0,11.0,0,0.0052706157,0
165.0,23.0,0,2.8539163e-05,0
1.0,14.0,0,2.3394389e-06,0
1.0,21.0,0,3.7620407e-07,0
4.49,8.0,0,1.7521414e-06,0
29.99,13.0,0,6.508078e-05,0
11.83,23.0,0,6.0916186e-06,0
4.49,9.0,0,6.976651e-05,0
7.0,9.0,0,2.5479826e-06,0
52.0,9.0,0,0.00028499984,0
33.65,14.0,0,0.00019561799,0
2.15,23.0,0,5.9560546e-07,0
60.0,15.0,0,3.8636335e-05,0
46.64,13.0,0,0.0005738936,0
154.0,22.0,0,0.00027355444,0
30.0,5.0,0,4.6490813e-06,0
109.85,19.0,0,0.0004108303,0
22.69,11.0,0,7.4717434e-05,0
159.0,10.0,0,0.0011139574,0
49.99,10.0,0,8.028607e-06,0
0.99,19.0,0,3.025901e-06,0
2.99,14.0,0,6.160309e-06,0
11.5,13.0,0,2.4887546e-05,0
15.0,9.0,0,1.9343566e-05,0
4.0,8.0,0,1.1712076e-05,0
9.99,20.0,0,5.605599e-05,0
184.65,13.0,0,8.2789615e-05,0
188.9,12.0,0,2.7111078e-06,0
47.92,20.0,0,6.2239457e-07,0
0.79,10.0,0,1.0630084e-05,0
0.89,0.0,0,0.0013089193,0
154.0,14.0,0,2.6789841e-05,0
71.88,21.0,0,6.213932e-05,0
78.9,15.0,0,0.0021636772,0
55.14,22.0,0,0.016953444,0
1.0,15.0,0,9.1088674e-05,0
13.7,3.0,0,7.686889e-06,0
0.0,21.0,0,2.613635e-05,0
12.0,16.0,0,0.00026119803,0
137.0,13.0,0,0.00016726345,0
58.96,16.0,0,9.0665174e-07,0
45.0,12.0,0,4.7511527e-05,0
0.89,7.0,0,0.00013240243,0
42.0,16.0,0,1.43558655e-05,0
18.47,16.0,0,8.955739e-05,0
1.0,7.0,0,7.472228e-06,0
35.9,21.0,0,0.00068674714,0
45.85,8.0,0,2.627711e-06,0
49.99,17.0,0,0.00014690847,0
11.9,11.0,0,7.0349192e-06,0
17.99,11.0,0,0.0003478301,0
17.69,1.0,0,1.0378199e-05,0
8.65,13.0,0,1.7310842e-06,0
14.0,12.0,0,3.379641e-05,0
8.99,15.0,0,1.4089238e-06,0
250.0,17.0,0,0.0035978036,0
8.43,20.0,0,0.0001528893,0
29.69,7.0,0,1.8608645e-05,0
83.85,10.0,0,3.3013218e-06,0
3.99,18.0,0,1.4107057e-05,0
40.0,21.0,0,0.00024774752,0
8.0,18.0,0,0.00910496,0
13.09,9.0,0,2.0829025e-06,0
523.79,19.0,0,0.00045720674,0
53.12,15.0,0,0.0016826806,0
109.0,18.0,0,0.0004168953,0
2500.0,17.0,0,0.00020404218,0
36.16,2.0,0,0.00015588541,0
171.98,16.0,0,0.00022075426,0
89.99,21.0,0,5.3027117e-05,0
13.53,18.0,0,0.00074109016,0
7.17,15.0,0,1.3338126e-06,0
0.99,22.0,0,2.8708731e-05,0
28.62,11.0,0,1.0236202e-05,0
47.9,14.0,0,4.726006e-06,0
15.0,14.0,0,1.3841998e-06,0
15.0,13.0,0,7.603531e-05,0
785.29,16.0,0,0.0002123975,0
1.98,18.0,0,4.884197e-06,0
37.0,7.0,0,2.0659838e-06,0
1.0,14.0,0,9.381252e-05,0
96.97,20.0,0,0.0004103045,0
99.9,12.0,0,1.509338e-05,0
0.89,22.0,0,1.638186e-06,0
101.45,22.0,0,0.0014593418,0
156.14,13.0,0,0.00035722766,0
1.0,21.0,0,8.311845e-06,0
70.0,0.0,0,3.0601418e-06,0
6.99,17.0,0,0.0001069158,0
15.35,18.0,0,1.1874953e-05,0
24.99,11.0,0,1.4424412e-05,0
410.0,16.0,0,5.7840202e-06,0
207.7,20.0,0,0.009651443,0
4.99,9.0,0,0.00025336258,0
42.99,12.0,0,0.002778107,0
38.09,19.0,0,0.0015961461,0
10.76,10.0,0,1.2674277e-06,0
96.8,8.0,0,5.239832e-06,0
1.0,21.0,0,6.6968023e-06,0
189.95,12.0,0,7.48493e-06,0
758.84,6.0,0,0.0011738318,0
1.79,16.0,0,8.3710967e-07,0
26.1,12.0,0,0.003757921,0
171.32,20.0,0,0.013428028,0
40.0,0.0,0,0.00021966311,0
1.0,13.0,0,2.2224194e-05,0
75.25,16.0,0,4.2417007e-05,0
390.0,12.0,0,9.665301e-05,0
4.64,9.0,0,8.953399e-06,0
1.0,7.0,0,1.1207606e-05,0
5.35,19.0,0,0.00010534234,0
139.78,20.0,0,0.01003756,0
4.16,7.0,0,3.109749e-06,0
1.98,18.0,0,8.0032584e-07,0
1.0,12.0,0,3.0619021e-06,0
12.95,19.0,0,0.0010211738,0
41.5,11.0,0,0.0001965067,0
0.76,20.0,0,0.001092227,0
80.34,15.0,0,7.0976275e-05,0
339.0,17.0,0,0.00013352386,0
21.5,19.0,0,7.790721e-06,0
67.0,17.0,0,5.205412e-07,0
100.96,18.0,0,6.185022e-05,0
134.9,17.0,0,0.0006400662,0
41.08,9.0,0,8.146542e-06,0
15.0,12.0,0,2.512648e-05,0
36.0,6.0,0,2.9530807e-05,0
10.68,17.0,0,4.2239453e-06,0
1317.54,22.0,0,9.101808e-05,0
1.13,7.0,0,2.1572901e-05,0
13.34,23.0,0,9.812878e-05,0
100.0,22.0,0,6.882516e-06,0
1007.46,14.0,0,0.00016345068,0
67.92,13.0,0,0.00010451477,0
1.79,1.0,0,4.2906013e-05,0
80.0,8.0,0,0.00026121124,0
1.98,15.0,0,4.036999e-06,0
181.14,6.0,0,7.493851e-06,0
125.05,12.0,0,8.540333e-05,0
108.99,14.0,0,1.8989897e-06,0
16.53,12.0,0,5.397849e-05,0
854.42,11.0,0,0.000725448,0
9.5,14.0,0,1.7801065e-05,0
1.98,20.0,0,0.00011603447,0
0.77,22.0,0,2.489576e-06,0
0.26,2.0,0,1.3694593e-05,0
9.99,16.0,0,5.556712e-07,0
0.0,15.0,0,0.00023613602,0
1.0,1.0,0,2.6162786e-06,0
11.5,9.0,0,8.159488e-06,0
1.98,20.0,0,9.5037085e-06,0
59.0,18.0,0,0.0032176557,0
6.0,16.0,0,0.00059784,0
17.99,20.0,0,5.227968e-05,0
6.28,20.0,0,0.00032380736,0
1.0,18.0,0,5.351536e-05,0
1.0,23.0,0,0.000109942805,0
94.35,9.0,0,6.4184383e-06,0
246.76,12.0,0,1.1331686e-06,0
130.34,18.0,0,0.0001259178,0
9.03,21.0,0,1.4734026e-06,0
52.33,7.0,0,0.00015650902,0
27.75,18.0,0,1.6553715e-05,0
9.99,17.0,0,9.7327524e-05,0
18.96,11.0,0,0.0001055204,0
2.69,5.0,0,0.00012984485,0
40.0,23.0,0,1.817326e-06,0
105.88,15.0,0,3.927891e-06,0
2.69,21.0,0,6.288806e-05,0
39.0,19.0,0,0.00037549227,0
1.98,15.0,0,1.0088766e-06,0
19.08,4.0,0,2.9774208e-06,0
52.9,20.0,0,4.440734e-05,0
7.56,21.0,0,0.00014340406,0
268.76,18.0,0,0.0036314428,0
15.0,14.0,0,3.3177148e-06,0
22.99,16.0,0,6.85303e-06,0
31.46,16.0,0,0.0001564544,0
54.95,13.0,0,4.1000716e-05,0
1.0,21.0,0,0.009131331,0
282.0,15.0,0,0.0005435119,0
5.39,14.0,0,8.806032e-05,0
343.47,15.0,0,5.246212e-06,0
2.0,21.0,0,0.0006304934,0
0.99,20.0,0,6.903538e-07,0
150.0,13.0,0,0.00012580054,0
1.98,14.0,0,8.334443e-06,0
14.99,7.0,0,3.8971943e-06,0
51.61,19.0,0,1.664734e-05,0
18.88,14.0,0,5.3590898e-06,0
204.92,18.0,0,5.7682886e-05,0
90.0,10.0,0,5.267257e-06,0
29.0,9.0,0,1.0903119e-05,0
21.41,20.0,0,0.0001847296,0
75.08,15.0,0,0.0027410786,0
86.0,21.0,0,0.0013388698,0
5.0,22.0,0,0.001213714,0
492.9,13.0,0,6.723526e-05,0
474.07,17.0,0,1.55913e-05,0
93.95,18.0,0,0.00017592094,0
9.12,23.0,0,3.3358626e-06,0
19.5,11.0,0,0.0003584271,0
389.98,13.0,0,0.01816026,0
93.07,3.0,0,1.6348804e-05,0
124.0,13.0,0,1.8585144e-05,0
56.71,12.0,0,3.0363708e-05,0
84.17,23.0,0,0.00013238855,0
34.95,16.0,0,0.00039731045,0
4.26,11.0,0,5.866483e-06,0
196.58,13.0,0,4.035352e-06,0
0.01,17.0,0,2.9891038e-05,0
22.44,17.0,0,0.02592078,0
30.0,7.0,0,0.0004042529,0
7.25,17.0,0,5.568618e-06,0
1.0,13.0,0,0.022062598,0
4.8,12.0,0,0.00020116771,0
25.0,10.0,0,0.00011258869,0
56.12,16.0,0,0.00060437754,0
74.7,11.0,0,1.4457867e-06,0
7.25,0.0,0,0.102763176,0
50.6,19.0,0,3.348765e-05,0
86.46,19.0,0,7.2256107e-06,0
44.99,12.0,0,8.905524e-06,0
0.76,21.0,0,1.4937726e-05,0
1.0,17.0,0,0.95986986,1
9.99,3.0,0,2.5330546e-05,0
9.0,14.0,0,3.2910364e-06,0
1.0,15.0,0,0.0004140056,0
158.0,0.0,0,0.000115546994,0
284.83,11.0,0,6.548112e-05,0
28.0,22.0,0,6.0796403e-05,0
408.8,11.0,0,0.00019870265,0
122.0,16.0,0,2.5754225e-06,0
363.04,10.0,0,1.06919e-05,0
25.1,14.0,0,1.4684699e-05,0
67.89,14.0,0,6.1775413e-06,0
21.66,0.0,0,0.00024692217,0
0.89,8.0,0,5.8229263e-05,0
1139.24,22.0,0,0.0018056441,0
1.29,9.0,0,0.00036347954,0
12.1,21.0,0,8.368795e-06,0
440.67,14.0,0,0.0009909883,0
90.0,17.0,0,4.7232757e-06,0
22.66,9.0,0,3.4102868e-06,0
1.0,17.0,0,8.0802885e-05,0
29.95,3.0,0,8.264779e-05,0
233.16,6.0,0,3.7842894e-06,0
23.68,13.0,0,2.317859e-05,0
1.0,18.0,0,0.0023769871,0
15.0,10.0,0,5.12472e-07,0
3.59,9.0,0,0.0006490818,0
9.99,3.0,0,0.00015437059,0
4.49,22.0,0,3.9907777e-06,0
5.0,20.0,0,4.0060568e-06,0
104.75,22.0,0,1.0761831e-05,0
440.93,12.0,0,5.9904205e-06,0
227.39,0.0,0,5.1045652e-05,0
7.49,10.0,0,1.965099e-05,0
78.0,9.0,0,1.8558667e-05,0
1.0,23.0,0,2.4699477e-06,0
6.25,18.0,0,0.00056944037,0
5.99,16.0,0,6.422362e-05,0
33.23,8.0,0,0.0002638655,0
9.99,16.0,0,7.932036e-05,0
49.59,23.0,0,1.4333743e-06,0
2.0,18.0,0,7.675265e-05,0
125.0,11.0,0,2.5443646e-06,0
59.9,22.0,0,9.050199e-06,0
253.92,17.0,0,1.9003694e-05,0
1.79,16.0,0,3.2839023e-07,0
15.0,11.0,0,6.2786734e-05,0
40.78,11.0,0,0.00020493439,0
8.91,20.0,0,0.00039731272,0
20.98,15.0,0,5.174269e-06,0
165.93,15.0,0,3.2629094e-05,0
29.98,18.0,0,0.00027738835,0
3.58,13.0,0,0.0001906366,0
98.89,17.0,0,0.00027573985,0
1.0,7.0,0,5.14703e-07,0
1.98,23.0,0,3.4199143e-06,0
0.77,23.0,0,4.1613012e-07,0
3.0,13.0,0,0.0045518726,0
0.99,15.0,0,0.00014772911,0
9.99,20.0,0,2.0418644e-05,0
4.44,18.0,0,9.32508e-05,0
12.31,20.0,0,0.00016349822,0
89.99,7.0,0,9.1887205e-06,0
3.1,0.0,0,0.017014123,0
29.8,14.0,0,2.172767e-05,0
144.0,13.0,0,0.0011979869,0
5.9,18.0,0,2.7473118e-06,0
27.45,11.0,0,1.1417153e-06,0
1.0,17.0,0,0.001109733,0
1.79,10.0,0,9.895805e-05,0
0.76,12.0,0,0.022177728,0
54.9,11.0,0,0.00011277404,0
4.19,0.0,0,8.0213584e-05,0
15.27,0.0,0,1.3522029e-05,0
10.99,0.0,0,1.1075789e-05,0
0.89,9.0,0,2.623814e-05,0
20.0,23.0,0,2.4771969e-06,0
20.0,0.0,0,3.869954e-06,0
2.97,0.0,0,9.215012e-06,0
5.99,17.0,0,1.0437692e-05,0
9.99,10.0,0,1.8734125e-06,0
554.54,19.0,0,0.00600741,0
1.0,12.0,0,3.5900717e-05,0
23.9,18.0,0,1.6866701e-05,0
159.44,13.0,0,1.7157488e-05,0
1895.88,2.0,0,0.000868991,0
42.0,18.0,0,0.0003166832,0
9.95,12.0,0,9.079782e-06,0
36.0,9.0,0,6.086497e-06,0
230.72,14.0,0,0.007100528,0
0.69,9.0,0,7.422275e-07,0
74.82,12.0,0,0.0006413406,0
6.6,1.0,0,1.3611227e-06,0
17.0,16.0,0,3.5168072e-05,0
1074.8,17.0,0,9.630782e-07,0
126.0,23.0,0,0.000111172885,0
130.25,10.0,0,0.0031616495,0
0.76,19.0,0,0.0016420605,0
225.49,13.0,0,0.0009280426,0
51.9,21.0,0,0.0001346571,0
69.99,0.0,0,5.0606526e-05,0
1.98,23.0,0,1.3458812e-06,0
34.75,16.0,0,3.074371e-05,0
63.9,8.0,0,1.9180952e-06,0
1.0,0.0,0,1.1191244e-06,0
2.5,19.0,0,0.00568291,0
1.79,9.0,0,3.2148342e-05,0
20.0,12.0,0,1.3378739e-05,0
1.0,16.0,0,1.9806057e-06,0
24.44,20.0,0,5.4393993e-05,0
15.95,18.0,0,0.00016944355,0
26.15,20.0,0,6.733793e-06,0
